company_code,company_name,board,field_name,proxy_plausible,strict_label,reason,evidence_sentence,page,source_url,audit_mode
688347,华虹宏力,star,revenue_by_region,False,not_found_correct,anchor not found in first 100 pages,,,http://static.cninfo.com.cn/finalpage/2025-04-09/1223032103.PDF,manual
688347,华虹宏力,star,top_customers,False,not_found_correct,anchor not found in first 100 pages,,,http://static.cninfo.com.cn/finalpage/2025-04-09/1223032103.PDF,manual
688347,华虹宏力,star,top_suppliers,False,not_found_correct,anchor not found in first 100 pages,,,http://static.cninfo.com.cn/finalpage/2025-04-09/1223032103.PDF,manual
688347,华虹宏力,star,rnd_investment,False,not_found_correct,anchor not found in first 100 pages,,,http://static.cninfo.com.cn/finalpage/2025-04-09/1223032103.PDF,manual
688347,华虹宏力,star,mda,False,not_found_correct,anchor not found in first 100 pages,,,http://static.cninfo.com.cn/finalpage/2025-04-09/1223032103.PDF,manual
831768,拾比佰,bse,main_business_segments,True,partial,evidence not located on cited PDF page,业务概要 商业模式报告期内变化情况： 公司一直致力于金属外观复合材料的研发、生产、销售及应用拓展。公司所处的金属外观复合材料 行业属于新材料行业，偏向于材料的应用方面。通过自主研发并经过多年的技术积累，公司目前已经掌 握复合与工艺控制技术、远红外辐射加热技术、耐热金属外观复合材料复合技术、定位涂覆技术、高阻 隔高加工性薄膜层压金属复合技术、IN-LINE 在线剪切系统工艺技术等工艺控制核心关键技…,12,http://static.cninfo.com.cn/finalpage/2025-04-23/1223240513.PDF,manual
831768,拾比佰,bse,revenue_by_segment,True,partial,evidence not located on cited PDF page,"分产品 营业收入 营业成本 毛利 率% 营业收入 比上年同 期 增减% 营业成 本比上 年同期 增减% 毛利率比 上年同期 增减 PCM 板 915,482,749.34 881,170,211.28 3.75% 62.60% 56.87% 增加3.52 个百分点 VCM 板 613,842,258.74 542,907,062.39 11.56% 24.41% 15.56% 增加6.78 个百…",21,http://static.cninfo.com.cn/finalpage/2025-04-23/1223240513.PDF,manual
831768,拾比佰,bse,revenue_by_region,True,partial,evidence not located on cited PDF page,"分地区 营业收入 营业成本 毛利率% 营业收入 比上年同 期 增减% 营业成本 比上年同 期 增减% 毛利率比上 年同期增减 境内 1,265,686,481.06 1,215,060,125.58 4.00% 38.43% 34.28% 增加2.97个 百分点 境外 361,356,136.89 300,300,966.99 16.90% 63.08% 51.47% 增加6.37个 百分点 合…",21,http://static.cninfo.com.cn/finalpage/2025-04-23/1223240513.PDF,manual
831768,拾比佰,bse,top_customers,True,partial,ratio/amount without clear top-N evidence keyword,主要客户情况,22,http://static.cninfo.com.cn/finalpage/2025-04-23/1223240513.PDF,manual
831768,拾比佰,bse,top_suppliers,True,usable,top-N keyword in value sentence,主要供应商情况,22,http://static.cninfo.com.cn/finalpage/2025-04-23/1223240513.PDF,manual
831768,拾比佰,bse,rnd_investment,True,partial,evidence not located on cited PDF page,"研发支出金额 55,453,906.17 35,668,387.80 研发支出占营业收入的比例 3.41% 3.14% 研发支出资本化的金额 0 0 资本化研发支出占研发支出的比例 0% 0% 资本化研发支出占当期净利润的比例 0% 0% 研发投入总额占营业收入的比重较上年发生显著变化的原因 □适用 √不适用 研发投入资本化率变化情况及其合理性说明 □适用 √不适用 2、 研发人员情况： 教育程…",26,http://static.cninfo.com.cn/finalpage/2025-04-23/1223240513.PDF,manual
831768,拾比佰,bse,mda,True,partial,evidence not located on cited PDF page,管理层讨论与分析 一、 业务概要 商业模式报告期内变化情况： 公司一直致力于金属外观复合材料的研发、生产、销售及应用拓展。公司所处的金属外观复合材料 行业属于新材料行业，偏向于材料的应用方面。通过自主研发并经过多年的技术积累，公司目前已经掌 握复合与工艺控制技术、远红外辐射加热技术、耐热金属外观复合材料复合技术、定位涂覆技术、高阻 隔高加工性薄膜层压金属复合技术、IN-LINE 在线剪切系统工艺…,12,http://static.cninfo.com.cn/finalpage/2025-04-23/1223240513.PDF,manual
920855,浙江大农,bse,main_business_segments,True,partial,evidence not located on cited PDF page,"业务概要 商业模式报告期内变化情况： 公司专注于高压清洗机相关产品的的研发、生产和销售,凭借技术优势、产品优势、产业集群优势 等关键要素，以高压柱塞泵、高压清洗机和清洗机附件为核心产品，面向日本KOSHIN LTD.、美国Mi-T-M CORPORATION 等国际知名大客户，大部分产品以ODM/OEM 的销售模式销售给客户。 报告期内，公司以外销为主，公司在国外有较好的市场营销网络和优质的客户…",11,http://static.cninfo.com.cn/finalpage/2025-04-22/1223222219.PDF,manual
920855,浙江大农,bse,revenue_by_segment,True,wrong,evidence not on cited page,"分产品 营业收入 营业成本 毛利 率% 营业收入 比上年同 期 增减% 营业成本 比上年同 期 增减% 毛利率比上 年同期增减 清洗机械及附件 183,509,756.28 131,536,986.72 28.32% 9.04% 9.14% 减少0.07个 百分点",14,http://static.cninfo.com.cn/finalpage/2025-04-22/1223222219.PDF,manual
920855,浙江大农,bse,revenue_by_region,True,partial,evidence not located on cited PDF page,"分地区 营业收入 营业成本 毛利率% 营业收入比 上年同期 增减% 营业成本比 上年同期 增减% 毛利率比上 年同期增减 内销 78,969,852.35 47,255,986.37 40.16% 32.61% 39.06% 减少2.78个 百分点 外销 183,369,411.70 134,285,810.89 26.77% -3.57% -1.74% 减少1.36个 百分点 合计 262,3…",15,http://static.cninfo.com.cn/finalpage/2025-04-22/1223222219.PDF,manual
920855,浙江大农,bse,top_customers,False,partial,status=partial,主要客户所在国的政治经济环境、贸易政策等发生重大变化，也将对公,22,http://static.cninfo.com.cn/finalpage/2025-04-22/1223222219.PDF,manual
920855,浙江大农,bse,top_suppliers,False,partial,status=partial,主要供应商情况,15,http://static.cninfo.com.cn/finalpage/2025-04-22/1223222219.PDF,manual
920855,浙江大农,bse,rnd_investment,True,partial,evidence not located on cited PDF page,"研发支出金额 12,812,638.83 12,500,139.43 研发支出占营业收入的比例 4.88% 5.01% 研发支出资本化的金额 0.00 0.00 资本化研发支出占研发支出的比例 - - 资本化研发支出占当期净利润的比例 - - 研发投入总额占营业收入的比重较上年发生显著变化的原因 □适用 √不适用 研发投入资本化率变化情况及其合理性说明 □适用 √不适用 2、 研发人员情况： 教…",18,http://static.cninfo.com.cn/finalpage/2025-04-22/1223222219.PDF,manual
920855,浙江大农,bse,mda,True,partial,evidence not located on cited PDF page,"管理层讨论与分析 一、 业务概要 商业模式报告期内变化情况： 公司专注于高压清洗机相关产品的的研发、生产和销售,凭借技术优势、产品优势、产业集群优势 等关键要素，以高压柱塞泵、高压清洗机和清洗机附件为核心产品，面向日本KOSHIN LTD.、美国Mi-T-M CORPORATION 等国际知名大客户，大部分产品以ODM/OEM 的销售模式销售给客户。 报告期内，公司以外销为主，公司在国外有较好的…",11,http://static.cninfo.com.cn/finalpage/2025-04-22/1223222219.PDF,manual
430139,华岭股份,bse,main_business_segments,True,partial,evidence not located on cited PDF page,业务概要 商业模式报告期内变化情况： 公司是一家独立的专业集成电路测试企业，为各类集成电路企业提供优质、经济和高效的测试整 体解决方案及多种增值服务，并以此获取经营收入及利润。业务主要包括：测试技术研究、测试软硬 件开发、测试装备研制、测试验证分析、晶圆测试、集成电路成品测试、系统级测试、可靠性试验、 自有设备租赁。公司是经国家认定的高新技术企业，拥有CMA 计量认证证书、CNAS 国家实验室认…,11,http://static.cninfo.com.cn/finalpage/2025-03-25/1222897270.PDF,manual
430139,华岭股份,bse,revenue_by_segment,False,wrong,evidence not on cited page,分产品 营业收入 营业成本 毛利率% 营业收入 比上年同 营业成本 比上年同 毛利率比上 年同期增减,15,http://static.cninfo.com.cn/finalpage/2025-03-25/1222897270.PDF,manual
430139,华岭股份,bse,revenue_by_region,True,partial,evidence not located on cited PDF page,"分地区 营业收入 营业成本 毛利率% 营业收入 比上年同 期 增减% 营业成本 比上年同 期 增减% 毛利率比上 年同期增减 中国大陆 270,227,735.76 210,740,068.08 22.01% -12.03% 40.35% 减少29.11 个百分点 其他 6,047,816.24 4,716,455.93 22.01% -27.09% 16.34% 减少29.11 个百分点 合计…",16,http://static.cninfo.com.cn/finalpage/2025-03-25/1222897270.PDF,manual
430139,华岭股份,bse,top_customers,False,partial,status=partial,主要客户的测试服务合,25,http://static.cninfo.com.cn/finalpage/2025-03-25/1222897270.PDF,manual
430139,华岭股份,bse,top_suppliers,False,partial,status=partial,主要供应商情况,16,http://static.cninfo.com.cn/finalpage/2025-03-25/1222897270.PDF,manual
430139,华岭股份,bse,rnd_investment,True,partial,evidence not located on cited PDF page,"研发支出金额 58,928,063.52 67,051,167.49 研发支出占营业收入的比例 21.33% 21.25% 研发支出资本化的金额 - - 资本化研发支出占研发支出的比例 - - 资本化研发支出占当期净利润的比例 - - 研发投入总额占营业收入的比重较上年发生显著变化的原因 □适用 √不适用 研发投入资本化率变化情况及其合理性说明 □适用 √不适用 2、 研发人员情况： 教育程度…",21,http://static.cninfo.com.cn/finalpage/2025-03-25/1222897270.PDF,manual
430139,华岭股份,bse,mda,True,partial,evidence not located on cited PDF page,管理层讨论与分析 一、 业务概要 商业模式报告期内变化情况： 公司是一家独立的专业集成电路测试企业，为各类集成电路企业提供优质、经济和高效的测试整 体解决方案及多种增值服务，并以此获取经营收入及利润。业务主要包括：测试技术研究、测试软硬 件开发、测试装备研制、测试验证分析、晶圆测试、集成电路成品测试、系统级测试、可靠性试验、 自有设备租赁。公司是经国家认定的高新技术企业，拥有CMA 计量认证证书…,11,http://static.cninfo.com.cn/finalpage/2025-03-25/1222897270.PDF,manual
832225,利通科技,bse,main_business_segments,False,partial,status=partial with some content,主营业务收入,126,http://static.cninfo.com.cn/finalpage/2025-04-14/1223096706.PDF,manual
832225,利通科技,bse,revenue_by_segment,False,not_found_correct,anchor not found in first 100 pages,,,http://static.cninfo.com.cn/finalpage/2025-04-14/1223096706.PDF,manual
832225,利通科技,bse,revenue_by_region,False,partial,status=partial,按地区划分,126,http://static.cninfo.com.cn/finalpage/2025-04-14/1223096706.PDF,manual
832225,利通科技,bse,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五大客户的应收账款占本公司应收账款总额的38.99%（2023 年：,136,http://static.cninfo.com.cn/finalpage/2025-04-14/1223096706.PDF,manual
832225,利通科技,bse,top_suppliers,False,not_found_correct,anchor not found in first 100 pages,,,http://static.cninfo.com.cn/finalpage/2025-04-14/1223096706.PDF,manual
832225,利通科技,bse,rnd_investment,False,not_found_correct,anchor not found in first 100 pages,研发费用加计扣除所得税优惠政策,105,http://static.cninfo.com.cn/finalpage/2025-04-14/1223096706.PDF,manual
832225,利通科技,bse,mda,False,wrong,too short (len=8),管理层讨论与分析,11,http://static.cninfo.com.cn/finalpage/2025-04-14/1223096706.PDF,manual
688709,成都华微,star,main_business_segments,True,usable,snippet/evidence on page,主要业务、主要产品或服务情况,12,http://static.cninfo.com.cn/finalpage/2025-04-30/1223427723.PDF,manual
688709,成都华微,star,revenue_by_segment,True,usable,table cell found on page,主营业务分行业、分产品、分地区、分销售模式情况的说明,32,http://static.cninfo.com.cn/finalpage/2025-04-30/1223427723.PDF,manual
688709,成都华微,star,revenue_by_region,True,usable,table cell found on page,主营业务分地区情况,32,http://static.cninfo.com.cn/finalpage/2025-04-30/1223427723.PDF,manual
688709,成都华微,star,top_customers,True,usable,top-N keyword in evidence with ratio/amount,"前五名客户销售额15,031.75 万元，占年度销售总额24.90%；",34,http://static.cninfo.com.cn/finalpage/2025-04-30/1223427723.PDF,manual
688709,成都华微,star,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,"前五名供应商采购额14,618.59 万元，占年度采购总额41.73%；",34,http://static.cninfo.com.cn/finalpage/2025-04-30/1223427723.PDF,manual
688709,成都华微,star,rnd_investment,True,wrong,evidence not on cited page,"研发投入合计 15,374.30 19,814.25 -22.41 研发投入总额占营业收入比例（%） 25.46 21.40 增加4.06 个百 分点 研发投入资本化的比重（%） 0.00 0.00 不适用 研发投入总额较上年发生重大变化的原因 □适用 √不适用 研发投入资本化的比重大幅变动的原因及其合理性说明 □适用 √不适用 4、 在研项目情况 √适用 □不适用 单位：万元 序 号 项目 名…",23,http://static.cninfo.com.cn/finalpage/2025-04-30/1223427723.PDF,manual
688709,成都华微,star,mda,True,partial,evidence not located on cited PDF page,"管理层讨论与分析 一、经营情况讨论与分析 报告期内，面对竞争激烈的市场环境和特种行业周期波动，下游需求不足、部分 产品价格下降等因素，公司全体人员凝心聚力、鼓足干劲，推动公司持续稳健发展， 实现营业收入60,388.99 万元，归属于上市公司股东的净利润12,216.99 万元，实现 归属于上市公司股东的扣除非经常性损益的净利润8,761.70 万元。 主要经营举措为以下几个方面： 1.加大研发…",12,http://static.cninfo.com.cn/finalpage/2025-04-30/1223427723.PDF,manual
688418,震有科技,star,main_business_segments,False,partial,status=partial with some content,报告期内公司从事的主要业务、经营模式、,65,http://static.cninfo.com.cn/finalpage/2025-04-30/1223424684.PDF,manual
688418,震有科技,star,revenue_by_segment,True,usable,table cell found on page,主营业务分行业、分产品、分地区、分销售模式情况,58,http://static.cninfo.com.cn/finalpage/2025-04-30/1223424684.PDF,manual
688418,震有科技,star,revenue_by_region,True,usable,table cell found on page,主营业务分地区情况,58,http://static.cninfo.com.cn/finalpage/2025-04-30/1223424684.PDF,manual
688418,震有科技,star,top_customers,True,usable,top-N keyword in evidence with ratio/amount,"前五名客户销售额30,593.83万元，占年度销售总额32.15%；",61,http://static.cninfo.com.cn/finalpage/2025-04-30/1223424684.PDF,manual
688418,震有科技,star,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,"前五名供应商采购额13,019.05万元，占年度采购总额29.87%；",62,http://static.cninfo.com.cn/finalpage/2025-04-30/1223424684.PDF,manual
688418,震有科技,star,rnd_investment,True,partial,evidence not located on cited PDF page,"研发投入合计 192,386,264.33 201,194,389.58 -4.38 研发投入总额占营业收入比 例（%） 20.22 22.75 减少2.53 个百分点 研发投入资本化的比重（%） 14.62 18.11 减少3.49 个百分点 注：费用化研发投入为研发费用金额扣除公司自研软件摊销金额所得。 研发投入总额较上年发生重大变化的原因 □适用√不适用 研发投入资本化的比重大幅变动的原因…",33,http://static.cninfo.com.cn/finalpage/2025-04-30/1223424684.PDF,manual
688418,震有科技,star,mda,True,partial,evidence not located on cited PDF page,管理层讨论与分析 一、经营情况讨论与分析 2024 年，公司以通信产业为根基，抓住业务出海和卫星互联网发展的机遇，采取“国内海外 双轮驱动”的发展策略，紧密围绕战略规划深耕核心主业。一方面通过自主研发提升技术实力， 深度布局和开拓新质生产力产线与业务，如卫星互联网和低空经济领域；特别是在卫星通信领域， 公司在卫星侧、地面侧以及终端三个方向持续研究关键技术，在卫星核心网领域有独特优势。另 一方面优…,16,http://static.cninfo.com.cn/finalpage/2025-04-30/1223424684.PDF,manual
000906,浙商中拓,szse_main,main_business_segments,True,partial,evidence not located on cited PDF page,报告期内公司从事的主要业务 公司所属行业为现代服务业中的生产性服务业，核心主业为面向产业客户的供应链集成 服务。公司聚焦于各类基建和制造业客户的供应链需求痛点，融合公司全国线下网络和数智 化运营平台，协同整合社会仓储、运输及加工等资源，为供应链客户提供端到端的产销衔接、 库存管理、物流配送、生产加工、产业金融、价格管理、生产管理和咨询、数字化等全链条 集成化和一站式服务，致力于成为“世界一流的产…,14,http://static.cninfo.com.cn/finalpage/2025-04-24/1223243085.PDF,manual
000906,浙商中拓,szse_main,revenue_by_segment,True,partial,evidence not located on cited PDF page,"分行业 供应链集成服务 200,579,006,032.79 198,374,192,041.65 1.10% -0.37% 0.08% -0.44% 其他行业 1,321,989,771.88 1,255,813,676.37 5.01% -24.21% -21.98% -2.71% 分产品 大宗-黑色供应链 137,913,678,698.31 136,957,881,117.51 0.69…",25,http://static.cninfo.com.cn/finalpage/2025-04-24/1223243085.PDF,manual
000906,浙商中拓,szse_main,revenue_by_region,True,partial,evidence not located on cited PDF page,"分地区 境内 168,744,417,749.01 167,095,099,773.56 0.98% -7.45% -6.86% -0.62% 境外 42,439,577,428.19 41,817,905,316.99 1.46% 44.52% 43.94% 0.39% 分部间抵销 -9,282,999,372.53 -9,282,999,372.53 不适用 不适用 不适用 不适用 分销售模…",25,http://static.cninfo.com.cn/finalpage/2025-04-24/1223243085.PDF,manual
000906,浙商中拓,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,27,http://static.cninfo.com.cn/finalpage/2025-04-24/1223243085.PDF,manual
000906,浙商中拓,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,28,http://static.cninfo.com.cn/finalpage/2025-04-24/1223243085.PDF,manual
000906,浙商中拓,szse_main,rnd_investment,True,usable,pdf confirms number; total R&D label '研发投入金额' amount>=100000,研发投入金额（元）,29,http://static.cninfo.com.cn/finalpage/2025-04-24/1223243085.PDF,manual
000906,浙商中拓,szse_main,mda,True,partial,evidence not located on cited PDF page,管理层讨论与分析 一、报告期内公司所处行业情况 1、大宗商品供应链行业 （1）行业重要性愈加突出，政策红利释放进一步助推行业发展 近年来，国家陆续出台支撑供应链服务行业发展的相关政策。2021年3月，国家发展改 革委等13部门印发《关于加快推动制造服务业高质量发展的意见》（发改产业〔2021〕372 号），提出要聚焦重点环节和领域，从推动制造业供应链创新应用等六个方面加快推动制造 服务业发展。2…,11,http://static.cninfo.com.cn/finalpage/2025-04-24/1223243085.PDF,manual
000719,中原传媒,szse_main,main_business_segments,True,partial,evidence not located on cited PDF page,报告期内公司从事的主要业务 报告期内，本公司主要从事出版物的编辑、生产和市场销售，通过形式多样、门类齐全的出版产品， 为广大消费者提供知识、信息和精神文化需求服务。业务涵盖内容生产、产品销售、出版物印刷及印刷 物资供应、媒体传播、数字教育及服务、文化产品贸易等领域。 1.内容生产：一是本版图书（含教材教辅）出版，即本公司组织策划、选题论证、组稿编辑、拥有 专有出版权的图书（含纸质和数字化教材教辅…,10,http://static.cninfo.com.cn/finalpage/2025-04-18/1223122201.PDF,manual
000719,中原传媒,szse_main,revenue_by_segment,True,partial,evidence not located on cited PDF page,"分行业 出版业务 3,269,161,143.91 33.17% 3,162,686,568.31 32.16% 3.37% 发行业务 8,055,565,497.67 81.73% 8,000,920,398.39 81.36% 0.68% 物资销售业务 1,784,817,966.69 18.11% 1,816,950,471.67 18.48% -1.77% 印刷业务 594,290,68…",14,http://static.cninfo.com.cn/finalpage/2025-04-18/1223122201.PDF,manual
000719,中原传媒,szse_main,revenue_by_region,True,partial,evidence not located on cited PDF page,"分地区 国内 9,856,912,090.72 5,993,240,834.18 39.20% 0.24% -1.11% 0.83% 分销售模式 直销 9,856,912,090.72 5,993,240,834.18 39.20% 0.24% -1.11% 0.83% 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3）…",14,http://static.cninfo.com.cn/finalpage/2025-04-18/1223122201.PDF,manual
000719,中原传媒,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,16,http://static.cninfo.com.cn/finalpage/2025-04-18/1223122201.PDF,manual
000719,中原传媒,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,16,http://static.cninfo.com.cn/finalpage/2025-04-18/1223122201.PDF,manual
000719,中原传媒,szse_main,rnd_investment,True,usable,pdf confirms number; total R&D label '研发投入金额' amount>=100000,研发投入金额（元）,19,http://static.cninfo.com.cn/finalpage/2025-04-18/1223122201.PDF,manual
000719,中原传媒,szse_main,mda,True,partial,evidence not located on cited PDF page,管理层讨论与分析 一、报告期内公司所处行业情况 从宏观政策和形势看，国家层面：党的二十届三中全会明确指出要健全文化产业体系和市场体系， 完善文化经济政策，探索文化和科技融合的有效机制，加快发展新型文化业态。2025 年《政府工作报 告》提出“深化全民阅读活动”，是“全民阅读”作为国家文化战略连续12 年被写入《政府工作报 告》，必将有力促进全民阅读向纵深发展。财政部、税务总局、中宣部联合发布《关…,10,http://static.cninfo.com.cn/finalpage/2025-04-18/1223122201.PDF,manual
000573,粤宏远A,szse_main,main_business_segments,False,partial,status=partial with some content,公司主要从事废电池收集转,33,http://static.cninfo.com.cn/finalpage/2025-04-19/1223151948.PDF,manual
000573,粤宏远A,szse_main,revenue_by_segment,False,wrong,evidence not on cited page,"分行业 房地产业（出 租） 36,324,183.48 7.42% 37,286,134.01 10.59% -2.58% 房地产业（售 楼） 14,863,198.10 3.04% 63,369,600.99 17.99% -76.55% 公用事业（水 电） 4,221,051.02 0.86% 1,876,706.13 0.53% 124.92% 废旧铅蓄电池回 收收入 428,540,38…",17,http://static.cninfo.com.cn/finalpage/2025-04-19/1223151948.PDF,manual
000573,粤宏远A,szse_main,revenue_by_region,False,wrong,evidence not on cited page,"分地区 华南地区 489,555,332.19 100.00% 351,497,597.18 99.79% 39.28% 西南地区 -- -- 743,362.83 0.21% -100.00% 华东地区 -- -- 8,523.62 0.00% -100.00% 分销售模式 直销 489,555,332.19 100.00% 352,249,483.63 100.00% 38.98% （2）占…",17,http://static.cninfo.com.cn/finalpage/2025-04-19/1223151948.PDF,manual
000573,粤宏远A,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,21,http://static.cninfo.com.cn/finalpage/2025-04-19/1223151948.PDF,manual
000573,粤宏远A,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,21,http://static.cninfo.com.cn/finalpage/2025-04-19/1223151948.PDF,manual
000573,粤宏远A,szse_main,rnd_investment,False,not_found_missed,anchor '研发投入总额' on p22 with content,研发投入金额（元）,22,http://static.cninfo.com.cn/finalpage/2025-04-19/1223151948.PDF,manual
000573,粤宏远A,szse_main,mda,True,usable,snippet/evidence on page,管理层讨论与分析”中的,32,http://static.cninfo.com.cn/finalpage/2025-04-19/1223151948.PDF,manual
000554,泰山石油,szse_main,main_business_segments,True,partial,evidence not located on cited PDF page,报告期内公司从事的主要业务 公司主要从事成品油批发、零售业务及非油品业务。非油品业务依托公司主业为消费 者提供系列化、便利化服务，主要包括日用百货销售、食品经营、食用农产品零售、洗车 服务、机动车充电服务、业务培训等业务。 公司是山东省泰安市最大成品油经销商，在泰安市成品油市场具有较强的社会影响力 和经营辐射力，公司诚信经营、服务规范，切实履行了央企的政治责任、经济责任和社会 责任。 本报告期，…,10,http://static.cninfo.com.cn/finalpage/2025-04-25/1223274312.PDF,manual
000554,泰山石油,szse_main,revenue_by_segment,True,partial,evidence not located on cited PDF page,"分行业 商品流通行业 3,305,615,445.2 0 100.00% 3,641,277,758.1 7 100.00% -9.22% 分产品 汽油 2,378,671,219.7 8 71.96% 2,535,263,731.7 2 69.63% -6.18% 柴油 780,759,323.66 23.62% 1,002,943,374.4 4 27.54% -22.15% 天然气 34,…",12,http://static.cninfo.com.cn/finalpage/2025-04-25/1223274312.PDF,manual
000554,泰山石油,szse_main,revenue_by_region,True,partial,evidence not located on cited PDF page,"分地区 泰安 2,922,894,739.7 6 88.42% 3,286,599,071.2 3 90.26% -11.07% 青岛 360,309,812.50 10.90% 329,299,031.62 9.04% 9.42% 曲阜 22,410,892.94 0.68% 25,379,655.32 0.70% -11.70% 分销售模式 传统销售模式 3,305,615,445.2 0…",12,http://static.cninfo.com.cn/finalpage/2025-04-25/1223274312.PDF,manual
000554,泰山石油,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,13,http://static.cninfo.com.cn/finalpage/2025-04-25/1223274312.PDF,manual
000554,泰山石油,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,14,http://static.cninfo.com.cn/finalpage/2025-04-25/1223274312.PDF,manual
000554,泰山石油,szse_main,rnd_investment,False,not_found_correct,anchor not found in first 100 pages,"研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 3,764,743,046.57 4,193,554,042.71 -10.23% 经营活动现金流出小计 3,382,745,255.98 4,139,687,230.40 -18.29% 经营活动产生的现金流量净 381,997,790.59 53,866,812.31 609.…",14,http://static.cninfo.com.cn/finalpage/2025-04-25/1223274312.PDF,manual
000554,泰山石油,szse_main,mda,True,partial,evidence not located on cited PDF page,管理层讨论与分析 一、报告期内公司所处行业情况 公司所处行业为汽油、柴油批发和零售行业。 公司主要从事成品油批发零售业务、车用天然气加气业务以及非油品业务。公司是山 东省泰安市成品油最大经销商，在泰安市成品油市场具有较强的社会影响力和经营辐射力， 公司诚信经营、服务规范，切实履行了央企的政治责任、经济责任和社会责任。 2024 年成品油市场特点：报告期内，受全球经济及政治地缘因素影响，国际油价整…,10,http://static.cninfo.com.cn/finalpage/2025-04-25/1223274312.PDF,manual
301257,普蕊斯,chinext,main_business_segments,True,partial,evidence not located on cited PDF page,报告期内公司从事的主要业务 1、公司主营业务情况 公司作为一家大数据驱动型临床研究服务商，为国内外制药公司、医疗器械公司及部分健康相关产品提供包括前期 准备计划、试验点启动、现场执行、项目全流程管理等服务。 临床试验是创新药物研发流程中重要的成本环节、限速环节和质量环节，公司基于过往经营积累的临床试验项目执 行经验，根据不同临床试验项目的特点，建立操作性强、切实可行的临床试验项目执行方案，通过委…,12,http://static.cninfo.com.cn/finalpage/2025-04-29/1223373081.PDF,manual
301257,普蕊斯,chinext,revenue_by_segment,True,partial,evidence not located on cited PDF page,"分行业 服务业 803,728,904.44 100.00% 760,042,604.88 100.00% 5.75% 分产品 SMO 业务 803,728,904.44 100.00% 760,039,813.67 100.00% 5.75% 其他业务 2,791.21 0.00% -100.00% 分地区 境内 802,806,905.41 99.89% 757,180,191.34 99.…",16,http://static.cninfo.com.cn/finalpage/2025-04-29/1223373081.PDF,manual
301257,普蕊斯,chinext,revenue_by_region,True,partial,evidence not located on cited PDF page,"分地区 境内 802,806,905.41 99.89% 757,180,191.34 99.62% 6.03% 境外 921,999.03 0.11% 2,862,413.54 0.38% -67.79% 分销售模式 直销 803,728,904.44 100.00% 760,042,604.88 100.00% 5.75% （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模…",16,http://static.cninfo.com.cn/finalpage/2025-04-29/1223373081.PDF,manual
301257,普蕊斯,chinext,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,18,http://static.cninfo.com.cn/finalpage/2025-04-29/1223373081.PDF,manual
301257,普蕊斯,chinext,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,18,http://static.cninfo.com.cn/finalpage/2025-04-29/1223373081.PDF,manual
301257,普蕊斯,chinext,rnd_investment,True,usable,pdf confirms number; total R&D label '研发投入金额' amount>=100000,研发投入金额（元）,21,http://static.cninfo.com.cn/finalpage/2025-04-29/1223373081.PDF,manual
301257,普蕊斯,chinext,mda,True,partial,evidence not located on cited PDF page,管理层讨论与分析 一、报告期内公司所处行业情况 公司是一家大数据驱动型临床研究服务商，位于医药行业中临床研究的外包服务环节，下游客户主要为国内外制药 公司、医疗器械公司、CRO 公司等。公司通过将临床试验和医院实际场景进行解构，坚持“以患者为中心”，深耕SMO （Site Management Organization，临床试验现场管理组织）业务，创建出一套临床试验全流程项目管理体系。公司基于…,10,http://static.cninfo.com.cn/finalpage/2025-04-29/1223373081.PDF,manual
300941,创识科技,chinext,main_business_segments,True,partial,evidence not located on cited PDF page,报告期内公司从事的主要业务 （一）主要业务概述 公司逐步从一家电子支付IT 方案商提升成为行业数字化方案商，为商户及银行提供电子支付、行业特色应用及数 字化营销的产品与服务。公司以软件及云平台为驱动，以终端设备为载体，聚合各种支付渠道，为商户提供统一支付和 统一对账解决方案；并以支付为联结，结合行业特色应用、场景建设以及个性化营销，为商户提供数字化整体解决方案 及运营服务。 公司在多年的发展过程…,14,http://static.cninfo.com.cn/finalpage/2025-04-25/1223268411.PDF,manual
